id,channel_id,webhook_url,guild_id,failure_count,last_failure_at,is_active,disabled_reason,created_at,updated_at
3,"1144682746237702348","https://n8n.thevitohouse.com/webhook-test/discord-pa","1144682746237702344",2,Thu Jul 31 2025 04:41:35 GMT-0400 (Eastern Daylight Time),true,,Thu Jul 31 2025 04:03:19 GMT-0400 (Eastern Daylight Time),Thu Jul 31 2025 04:41:35 GMT-0400 (Eastern Daylight Time)
